compound,protein,normalized_target,is_gene
caffeine,PGRMC2,PGRMC2,True
caffeine,PHB1,PHB1,True
caffeine,PHEX,PHEX,True
caffeine,PHF14,PHF14,True
caffeine,PROSER3,PROSER3,True
caffeine,PRPF3,PRPF3,True
caffeine,PRPF6,PRPF6,True
caffeine,PRPSAP1,PRPSAP1,True
caffeine,PRR14L,PRR14L,True
caffeine,PRRC2B,PRRC2B,True
caffeine,PSD4,PSD4,True
caffeine,PSMA5,PSMA5,True
caffeine,PSMC4,PSMC4,True
caffeine,PSMD1,PSMD1,True
caffeine,PSME4,PSME4,True
caffeine,PTBP3,PTBP3,True
caffeine,PTGR2,PTGR2,True
caffeine,PTK2,PTK2,True
caffeine,PTPN18,PTPN18,True
caffeine,PTPN6,PTPN6,True
caffeine,PTPRM,PTPRM,True
caffeine,PUM1,PUM1,True
caffeine,PWP2,PWP2,True
caffeine,PYCR1,PYCR1,True
caffeine,PYM1,PYM1,True
caffeine,R3HCC1L,R3HCC1L,True
caffeine,RAB11FIP1,RAB11FIP1,True
caffeine,RAB1B,RAB1B,True
caffeine,RAB2B,RAB2B,True
caffeine,RAB3IP,RAB3IP,True
caffeine,RAB5A,RAB5A,True
caffeine,RAB7A,RAB7A,True
caffeine,RABEP2,RABEP2,True
caffeine,RACK1,RACK1,True
caffeine,RAD23B,RAD23B,True
caffeine,RAD51AP1,RAD51AP1,True
caffeine,RALBP1,RALBP1,True
caffeine,RALGAPB,RALGAPB,True
caffeine,RAN,RAN,True
caffeine,RANBP9,RANBP9,True
caffeine,RAPGEF2,RAPGEF2,True
caffeine,RASA1,RASA1,True
caffeine,RASSF7,RASSF7,True
caffeine,RB1CC1,RB1CC1,True
caffeine,RBBP5,RBBP5,True
caffeine,RBBP8,RBBP8,True
caffeine,RBL2,RBL2,True
caffeine,RBM14,RBM14,True
caffeine,RBM25,RBM25,True
caffeine,RBM4,RBM4,True
caffeine,RBM7,RBM7,True
caffeine,RBMX,RBMX,True
caffeine,EZR,EZR,True
caffeine,FABP4,FABP4,True
caffeine,TNK2,TNK2,True
caffeine,TNRC6A,TNRC6A,True
caffeine,TNS2,TNS2,True
caffeine,FAM117A,FAM117A,True
caffeine,FAM168A,FAM168A,True
caffeine,FAM177A1,FAM177A1,True
caffeine,TOM1L2,TOM1L2,True
caffeine,TOP1,TOP1,True
caffeine,FAM53C,FAM53C,True
caffeine,FAM83G,FAM83G,True
caffeine,TOPORS,TOPORS,True
caffeine,TP53,TP53,True
caffeine,TP53,TP53,True
caffeine,TP53,TP53,True
caffeine,TP53,TP53,True
caffeine,FANCI,FANCI,True
caffeine,FARSA,FARSA,True
caffeine,FASN,FASN,True
caffeine,TP53,TP53,True
caffeine,TPD52,TPD52,True
caffeine,TPI1,TPI1,True
caffeine,FAT1,FAT1,True
caffeine,FBRS,FBRS,True
caffeine,TPRA1,TPRA1,True
caffeine,TRAF7,TRAF7,True
caffeine,TRAPPC14,TRAPPC14,True
caffeine,FBXL19,FBXL19,True
caffeine,FBXO5,FBXO5,True
caffeine,FCRL3,FCRL3,True
caffeine,TRIB3,TRIB3,True
caffeine,TRIM28,TRIM28,True
caffeine,TRIM36,TRIM36,True
caffeine,FDFT1,FDFT1,True
caffeine,FERMT2,FERMT2,True
caffeine,FGD6,FGD6,True
caffeine,TRIM71,TRIM71,True
caffeine,TRIP11,TRIP11,True
caffeine,TRMT112,TRMT112,True
caffeine,FHIP1B,FHIP1B,True
caffeine,FILIP1L,FILIP1L,True
caffeine,TRP53,TRP53,True
caffeine,TRPV2,TRPV2,True
caffeine,TSC22D1,TSC22D1,True
caffeine,TSEN54,TSEN54,True
caffeine,TTC14,TTC14,True
caffeine,FLNA,FLNA,True
caffeine,FLYWCH1,FLYWCH1,True
caffeine,FNBP4,FNBP4,True
caffeine,TTLL4,TTLL4,True
caffeine,TUBAL3,TUBAL3,True
caffeine,TXLNA,TXLNA,True
caffeine,FNIP1,FNIP1,True
caffeine,FOXA1,FOXA1,True
caffeine,FOXK2,FOXK2,True
caffeine,TXLNG,TXLNG,True
caffeine,TYMS,TYMS,True
caffeine,U2AF2,U2AF2,True
caffeine,FOXP4,FOXP4,True
caffeine,FRMD6,FRMD6,True
caffeine,FRY,FRY,True
caffeine,UBA1,UBA1,True
caffeine,UBAP1,UBAP1,True
caffeine,UBC,UBC,True
caffeine,UBE2Z,UBE2Z,True
caffeine,UBL4A,UBL4A,True
caffeine,UBR2,UBR2,True
caffeine,FRYL,FRYL,True
caffeine,FUBP3,FUBP3,True
caffeine,FXR2,FXR2,True
caffeine,UBR5,UBR5,True
caffeine,UBXN6,UBXN6,True
caffeine,UCKL1,UCKL1,True
caffeine,FZD5,FZD5,True
caffeine,G6PD,G6PD,True
caffeine,GAD1,GAD1,True
caffeine,UHRF2,UHRF2,True
caffeine,ULK1,ULK1,True
caffeine,UNC45A,UNC45A,True
caffeine,GALE,GALE,True
caffeine,GAPVD1,GAPVD1,True
caffeine,GAS2,GAS2,True
caffeine,UNK,UNK,True
caffeine,UQCRC1,UQCRC1,True
caffeine,GAST,GAST,True
caffeine,GBF1,GBF1,True
caffeine,GCLC,GCLC,True
caffeine,USP10,USP10,True
caffeine,USP28,USP28,True
caffeine,USP36,USP36,True
caffeine,GEMIN5,GEMIN5,True
caffeine,GFAP,GFAP,True
caffeine,GGNBP2,GGNBP2,True
caffeine,USP4,USP4,True
caffeine,USP47,USP47,True
caffeine,USP7,USP7,True
caffeine,GH1,GH1,True
caffeine,GIGYF2,GIGYF2,True
caffeine,GIT2,GIT2,True
caffeine,USP9X,USP9X,True
caffeine,UTRN,UTRN,True
caffeine,VAPA,VAPA,True
caffeine,GLCCI1,GLCCI1,True
caffeine,GLT8D1,GLT8D1,True
caffeine,VCAN,VCAN,True
caffeine,VCPIP1,VCPIP1,True
caffeine,GMPS,GMPS,True
caffeine,GNAQ,GNAQ,True
caffeine,ADORA2B,ADORA2B,True
caffeine,VEGFA,VEGFA,True
caffeine,VPS13B,VPS13B,True
caffeine,VPS26A,VPS26A,True
caffeine,GNPAT,GNPAT,True
caffeine,GOLGA4,GOLGA4,True
caffeine,VPS53,VPS53,True
caffeine,VTN,VTN,True
caffeine,WASF2,WASF2,True
caffeine,GON4L,GON4L,True
caffeine,GOSR1,GOSR1,True
caffeine,GPATCH2,GPATCH2,True
caffeine,WASH6P,WASH6P,True
caffeine,WBP4,WBP4,True
caffeine,WDR11,WDR11,True
caffeine,GPBP1,GPBP1,True
caffeine,GPI,GPI,True
caffeine,GPS1,GPS1,True
caffeine,WDR3,WDR3,True
caffeine,WDR48,WDR48,True
caffeine,WDR90,WDR90,True
caffeine,GPX1,GPX1,True
caffeine,GRAMD2B,GRAMD2B,True
caffeine,WNK1,WNK1,True
caffeine,WRAP53,WRAP53,True
caffeine,WT1,WT1,True
caffeine,GRIN1,GRIN1,True
caffeine,GRK2,GRK2,True
caffeine,WWTR1,WWTR1,True
caffeine,XPC,XPC,True
caffeine,XRCC1,XRCC1,True
caffeine,GSE1,GSE1,True
caffeine,GSK3B,GSK3B,True
caffeine,XRCC6,XRCC6,True
caffeine,YBX1,YBX1,True
caffeine,YIPF2,YIPF2,True
caffeine,GSTM6,GSTM6,True
caffeine,GTF2E1,GTF2E1,True
caffeine,YTHDC1,YTHDC1,True
caffeine,YWHAE,YWHAE,True
caffeine,GTF2IRD1,GTF2IRD1,True
caffeine,GTF3C5,GTF3C5,True
caffeine,GYS1,GYS1,True
caffeine,YWHAZ,YWHAZ,True
caffeine,ZBTB11,ZBTB11,True
caffeine,ZBTB40,ZBTB40,True
caffeine,H1-6,h1 6,False
caffeine,H2AX,H2AX,True
caffeine,ZBTB48,ZBTB48,True
caffeine,ZBTB9,ZBTB9,True
caffeine,ZC3H14,ZC3H14,True
caffeine,H2BC9,H2BC9,True
caffeine,HACD1,HACD1,True
caffeine,HAUS6,HAUS6,True
caffeine,ABAT,ABAT,True
caffeine,ZC3H7B,ZC3H7B,True
caffeine,ZCCHC10,ZCCHC10,True
caffeine,HAUS8,HAUS8,True
caffeine,HDAC1,HDAC1,True
caffeine,HDAC7,HDAC7,True
caffeine,ZDHHC5,ZDHHC5,True
caffeine,ZFAND2B,ZFAND2B,True
caffeine,ZFHX3,ZFHX3,True
caffeine,HDLBP,HDLBP,True
caffeine,HEATR6,HEATR6,True
caffeine,AAK1,AAK1,True
caffeine,AATK,AATK,True
caffeine,ABCC1,ABCC1,True
caffeine,ABCC4,ABCC4,True
caffeine,ABI1,ABI1,True
caffeine,ABLIM1,ABLIM1,True
caffeine,ACACA,ACACA,True
caffeine,ACAN,ACAN,True
caffeine,ACE,ACE,True
caffeine,ACHE,ACHE,True
caffeine,ACLY,ACLY,True
caffeine,ACSL3,ACSL3,True
caffeine,ACTA2,ACTA2,True
caffeine,ACTL6A,ACTL6A,True
caffeine,ACTN4,ACTN4,True
caffeine,ADAMTS5,ADAMTS5,True
caffeine,ADCY5,ADCY5,True
caffeine,ADD3,ADD3,True
caffeine,ADIPOR2,ADIPOR2,True
caffeine,ADORA1,ADORA1,True
caffeine,ADORA1,ADORA1,True
caffeine,ADORA1,ADORA1,True
caffeine,ADORA2A,ADORA2A,True
caffeine,ADORA2A,ADORA2A,True
caffeine,ADORA2A,ADORA2A,True
caffeine,ADRM1,ADRM1,True
caffeine,AFF1,AFF1,True
caffeine,AGAP2,AGAP2,True
caffeine,AGGF1,AGGF1,True
caffeine,AGTR1A,AGTR1A,True
caffeine,AHCY,AHCY,True
caffeine,AIP,AIP,True
caffeine,AKAP10,AKAP10,True
caffeine,AKAP17A,AKAP17A,True
caffeine,AKR1A1,AKR1A1,True
caffeine,AKT1,AKT1,True
caffeine,AKT1,AKT1,True
caffeine,AKTIP,AKTIP,True
caffeine,ALDH18A1,ALDH18A1,True
caffeine,ALDH4A1,ALDH4A1,True
caffeine,ALDOA,ALDOA,True
caffeine,ALMS1,ALMS1,True
caffeine,AMER1,AMER1,True
caffeine,AMPD2,AMPD2,True
caffeine,ANAPC5,ANAPC5,True
caffeine,ANGPT1,ANGPT1,True
caffeine,GRM1,GRM1,True
caffeine,CYP2C9,CYP2C9,True
carbachol,Muscarinic acetylcholine receptor M3,muscarinic acetylcholine receptor m3,False
carbachol,Neuronal acetylcholine receptor alpha-2 (CHRNA2),neuronal acetylcholine receptor alpha 2,False
Ethanolamine,Aryl hydrocarbon receptor,aryl hydrocarbon receptor,False
Ethanolamine,Annexin A3,annexin a3,False
Ethanolamine,Annexin A3,annexin a3,False
Ethanolamine,APOB,APOB,True
Ethanolamine,APOE,APOE,True
Ethanolamine,SARDH,SARDH,True
Ethanolamine,EGF,EGF,True
Ethanolamine,ESR1,ESR1,True
Ethanolamine,FGF1,FGF1,True
Ethanolamine,PNLIPRP2,PNLIPRP2,True
Ethanolamine,Nuclear receptor ROR-gamma,nuclear receptor ror gamma,False
Ethanolamine,PEX11A,PEX11A,True
Ethanolamine,NAD-dependent protein deacetylase sirtuin-2,nad dependent protein deacetylase sirtuin 2,False
Ethanolamine,CELF3A,CELF3A,True
Ethanolamine,Glutaminyl-peptide cyclotransferase,glutaminyl peptide cyclotransferase,False
Ethanolamine,HMGCRA,HMGCRA,True
forskolin,Adenylate cyclase type 1,adenylate cyclase type 1,False
forskolin,Adenylate cyclase type 2 (ADCY2),adenylate cyclase type 2,False
forskolin,Adenylate cyclase type 2,adenylate cyclase type 2,False
forskolin,Adenylate cyclase type 2,adenylate cyclase type 2,False
forskolin,Adenylate cyclase type 2,adenylate cyclase type 2,False
forskolin,Adenylate cyclase type 3,adenylate cyclase type 3,False
forskolin,Adenylate cyclase type 5,adenylate cyclase type 5,False
forskolin,Adenylate cyclase type 5,adenylate cyclase type 5,False
forskolin,Adenylate cyclase type 5,adenylate cyclase type 5,False
forskolin,Adenylate cyclase type 6,adenylate cyclase type 6,False
forskolin,Adenylate cyclase type 7,adenylate cyclase type 7,False
forskolin,Adenylate cyclase type 8,adenylate cyclase type 8,False
forskolin,Adenylate cyclase type 9,adenylate cyclase type 9,False
forskolin,NR0B1,NR0B1,True
forskolin,AHR,AHR,True
forskolin,Androgen receptor,androgen receptor,False
forskolin,AR,AR,True
forskolin,Cystic fibrosis transmembrane conductance regulator,cystic fibrosis transmembrane conductance regulator,False
forskolin,CREB-binding protein,creb binding protein,False
forskolin,Cytochrome P450 19A1,cytochrome p450 19a1,False
forskolin,Estrogen receptor,estrogen receptor,False
forskolin,GLP1R,GLP1R,True
forskolin,Guanine nucleotide-binding protein G(s) subunit alpha isoforms short,guanine nucleotide binding protein g subunit alpha isoforms short,False
forskolin,Guanine nucleotide-binding protein G(s) subunit alpha isoforms short,guanine nucleotide binding protein g subunit alpha isoforms short,False
forskolin,Hepatocyte nuclear factor 4-alpha,hepatocyte nuclear factor 4 alpha,False
forskolin,Calcium-activated potassium channel subunit alpha-1,calcium activated potassium channel subunit alpha 1,False
forskolin,Calcium-activated potassium channel subunit beta-1,calcium activated potassium channel subunit beta 1,False
forskolin,Small conductance calcium-activated potassium channel protein 1,small conductance calcium activated potassium channel protein 1,False
forskolin,Small conductance calcium-activated potassium channel protein 2,small conductance calcium activated potassium channel protein 2,False
forskolin,Small conductance calcium-activated potassium channel protein 3,small conductance calcium activated potassium channel protein 3,False
forskolin,Intermediate conductance calcium-activated potassium channel protein 4,intermediate conductance calcium activated potassium channel protein 4,False
forskolin,Mucin-2,mucin 2,False
forskolin,Plasminogen activator inhibitor 1,plasminogen activator inhibitor 1,False
forskolin,ATP-dependent translocase ABCB1,atp dependent translocase abcb1,False
forskolin,Peroxisome proliferator-activated receptor delta,peroxisome proliferator activated receptor delta,False
forskolin,Peroxisome proliferator-activated receptor gamma,peroxisome proliferator activated receptor gamma,False
forskolin,Mitogen-activated protein kinase 1,mitogen activated protein kinase 1,False
forskolin,Mitogen-activated protein kinase 3,mitogen activated protein kinase 3,False
forskolin,Mitogen-activated protein kinase 4,mitogen activated protein kinase 4,False
forskolin,Mitogen-activated protein kinase 6,mitogen activated protein kinase 6,False
forskolin,Mitogen-activated protein kinase 7,mitogen activated protein kinase 7,False
forskolin,Nuclear receptor ROR-beta,nuclear receptor ror beta,False
forskolin,Retinoic acid receptor RXR-beta,retinoic acid receptor rxr beta,False
forskolin,Oxysterols receptor LXR-beta,oxysterols receptor lxr beta,False
forskolin,Vitamin D3 receptor,vitamin d3 receptor,False
forskolin,Nuclear receptor subfamily 1 group I member 2,nuclear receptor subfamily 1 group i member 2,False
forskolin,NR1I2,NR1I2,True
forskolin,Bile acid receptor,bile acid receptor,False
forskolin,Calcium-activated potassium channel subunit beta-2,calcium activated potassium channel subunit beta 2,False
forskolin,Cyclic AMP-responsive element-binding protein 3,cyclic amp responsive element binding protein 3,False
forskolin,Calcium-activated potassium channel subunit beta-3,calcium activated potassium channel subunit beta 3,False
forskolin,Calcium-activated potassium channel subunit beta-4,calcium activated potassium channel subunit beta 4,False
forskolin,HDAC7,HDAC7,True
forskolin,Adenylate cyclase type 10,adenylate cyclase type 10,False
forskolin,RXFP1,RXFP1,True
forskolin,ATPase family AAA domain-containing protein 5,atpase family aaa domain containing protein 5,False
forskolin,RXFP2,RXFP2,True
forskolin,Adenylate cyclase type 4,adenylate cyclase type 4,False
forskolin,Mitogen-activated protein kinase 15,mitogen activated protein kinase 15,False
Ginsenoside rb1,AKT1,AKT1,True
Ginsenoside rb1,ATP6V1A,ATP6V1A,True
Ginsenoside rb1,ATP6V1B2,ATP6V1B2,True
Ginsenoside rb1,BMP2,BMP2,True
Ginsenoside rb1,CASP1,CASP1,True
Ginsenoside rb1,CASP3,CASP3,True
Ginsenoside rb1,RUNX2,RUNX2,True
Ginsenoside rb1,CLCN7,CLCN7,True
Ginsenoside rb1,CTSB,CTSB,True
Ginsenoside rb1,CTSD,CTSD,True
Ginsenoside rb1,FOS,FOS,True
Ginsenoside rb1,HMOX1,HMOX1,True
Ginsenoside rb1,HMOX1,HMOX1,True
Ginsenoside rb1,IGF1,IGF1,True
Ginsenoside rb1,IL1B,IL1B,True
Ginsenoside rb1,IL6,IL6,True
Ginsenoside rb1,IL18,IL18,True
Ginsenoside rb1,ITGAM,ITGAM,True
Ginsenoside rb1,ITGB2,ITGB2,True
Ginsenoside rb1,KCNE1,KCNE1,True
Ginsenoside rb1,KCNH2,KCNH2,True
Ginsenoside rb1,LAMP1,LAMP1,True
Ginsenoside rb1,LDHA,LDHA,True
Ginsenoside rb1,MAP2,MAP2,True
Ginsenoside rb1,NFATC1,NFATC1,True
Ginsenoside rb1,NFE2L2,NFE2L2,True
Ginsenoside rb1,NFE2L2,NFE2L2,True
Ginsenoside rb1,NFE2L2,NFE2L2,True
Ginsenoside rb1,P2RX4,P2RX4,True
Ginsenoside rb1,PGR,PGR,True
Ginsenoside rb1,RELA,RELA,True
Ginsenoside rb1,TGFB1,TGFB1,True
Ginsenoside rb1,TNF,TNF,True
Ginsenoside rb1,TFEB,TFEB,True
Ginsenoside rb1,TFEB,TFEB,True
Ginsenoside rb1,TNFSF11,TNFSF11,True
Ginsenoside rb1,SQSTM1,SQSTM1,True
Ginsenoside rb1,SQSTM1,SQSTM1,True
Ginsenoside rb1,SLCO1B3,SLCO1B3,True
Ginsenoside rb1,Solute carrier organic anion transporter family member 1B3,solute carrier organic anion transporter family member 1b3,False
Ginsenoside rb1,PARK,PARK,True
Ginsenoside rb1,CAMKII,CAMKII,True
Ginsenoside rb1,PINK1,PINK1,True
Ginsenoside rb1,GSDMD,GSDMD,True
Ginsenoside rb1,MAP1LC3B,MAP1LC3B,True
Ginsenoside rb1,NLRP3,NLRP3,True
maprotiline,Alpha-1D adrenergic receptor,alpha 1d adrenergic receptor,False
maprotiline,Alpha-1D adrenergic receptor,alpha 1d adrenergic receptor,False
maprotiline,Alpha-1 adrenergic receptor,alpha 1 adrenergic receptor,False
maprotiline,Alpha-1 adrenergic receptor,alpha 1 adrenergic receptor,False
maprotiline,Alpha-1B adrenergic receptor,alpha 1b adrenergic receptor,False
maprotiline,Alpha-1A adrenergic receptor,alpha 1a adrenergic receptor,False
maprotiline,Alpha-1 adrenergic receptor,alpha 1 adrenergic receptor,False
maprotiline,Alpha-1A adrenergic receptor,alpha 1a adrenergic receptor,False
maprotiline,Alpha-1A adrenergic receptor,alpha 1a adrenergic receptor,False
maprotiline,Alpha-2A adrenergic receptor,alpha 2a adrenergic receptor,False
maprotiline,Alpha-2A adrenergic receptor,alpha 2a adrenergic receptor,False
maprotiline,Alpha-2 adrenergic receptor,alpha 2 adrenergic receptor,False
maprotiline,Alpha-2B adrenergic receptor,alpha 2b adrenergic receptor,False
maprotiline,Alpha-2 adrenergic receptor,alpha 2 adrenergic receptor,False
maprotiline,Alpha-2B adrenergic receptor,alpha 2b adrenergic receptor,False
maprotiline,Alpha-2 adrenergic receptor,alpha 2 adrenergic receptor,False
maprotiline,Alpha-2C adrenergic receptor,alpha 2c adrenergic receptor,False
maprotiline,Alpha-2C adrenergic receptor,alpha 2c adrenergic receptor,False
maprotiline,Aldehyde oxidase,aldehyde oxidase,False
maprotiline,Voltage-dependent N-type calcium channel subunit alpha-1B,voltage dependent n type calcium channel subunit alpha 1b,False
maprotiline,Muscarinic acetylcholine receptor M1,muscarinic acetylcholine receptor m1,False
maprotiline,Muscarinic acetylcholine receptor M1,muscarinic acetylcholine receptor m1,False
maprotiline,Muscarinic acetylcholine receptor M1,muscarinic acetylcholine receptor m1,False
maprotiline,Muscarinic acetylcholine receptor M2,muscarinic acetylcholine receptor m2,False
maprotiline,Muscarinic acetylcholine receptor M2,muscarinic acetylcholine receptor m2,False
maprotiline,Muscarinic acetylcholine receptor M2,muscarinic acetylcholine receptor m2,False
maprotiline,Muscarinic acetylcholine receptor M3,muscarinic acetylcholine receptor m3,False
maprotiline,Muscarinic acetylcholine receptor M3,muscarinic acetylcholine receptor m3,False
maprotiline,Muscarinic acetylcholine receptor M3,muscarinic acetylcholine receptor m3,False
maprotiline,Muscarinic acetylcholine receptor M4,muscarinic acetylcholine receptor m4,False
maprotiline,Muscarinic acetylcholine receptor M4,muscarinic acetylcholine receptor m4,False
maprotiline,Muscarinic acetylcholine receptor M4,muscarinic acetylcholine receptor m4,False
maprotiline,Muscarinic acetylcholine receptor M5,muscarinic acetylcholine receptor m5,False
maprotiline,Muscarinic acetylcholine receptor M5,muscarinic acetylcholine receptor m5,False
maprotiline,Muscarinic acetylcholine receptor M5,muscarinic acetylcholine receptor m5,False
maprotiline,Cytochrome P450 1A2,cytochrome p450 1a2,False
maprotiline,Cytochrome P450 2D6,cytochrome p450 2d6,False
maprotiline,Cytochrome P450 3A4,cytochrome p450 3a4,False
maprotiline,D(1A) dopamine receptor,d dopamine receptor,False
maprotiline,D(2) dopamine receptor,d dopamine receptor,False
maprotiline,D(2) dopamine receptor,d dopamine receptor,False
maprotiline,D(2) dopamine receptor,d dopamine receptor,False
maprotiline,D(3) dopamine receptor,d dopamine receptor,False
maprotiline,D(1B) dopamine receptor,d dopamine receptor,False
maprotiline,Histamine H1 receptor,histamine h1 receptor,False
maprotiline,Histamine H1 receptor,histamine h1 receptor,False
maprotiline,Histamine H1 receptor,histamine h1 receptor,False
maprotiline,Histamine H2 receptor,histamine h2 receptor,False
maprotiline,5-hydroxytryptamine receptor 2A,5 hydroxytryptamine receptor 2a,False
maprotiline,5-hydroxytryptamine receptor 2A,5 hydroxytryptamine receptor 2a,False
maprotiline,5-hydroxytryptamine receptor 2A,5 hydroxytryptamine receptor 2a,False
maprotiline,5-hydroxytryptamine receptor 2B,5 hydroxytryptamine receptor 2b,False
maprotiline,5-hydroxytryptamine receptor 2C,5 hydroxytryptamine receptor 2c,False
maprotiline,5-hydroxytryptamine receptor 2C,5 hydroxytryptamine receptor 2c,False
maprotiline,5-hydroxytryptamine receptor 2C,5 hydroxytryptamine receptor 2c,False
maprotiline,5-hydroxytryptamine receptor 6,5 hydroxytryptamine receptor 6,False
maprotiline,5-hydroxytryptamine receptor 7,5 hydroxytryptamine receptor 7,False
maprotiline,5-hydroxytryptamine receptor 7,5 hydroxytryptamine receptor 7,False
maprotiline,Amine oxidase [flavin-containing] B,amine oxidase flavin containing b,False
maprotiline,Alpha-1-acid glycoprotein 1,alpha 1 acid glycoprotein 1,False
maprotiline,Sodium-dependent noradrenaline transporter,sodium dependent noradrenaline transporter,False
maprotiline,Sodium-dependent noradrenaline transporter,sodium dependent noradrenaline transporter,False
maprotiline,Sodium-dependent noradrenaline transporter,sodium dependent noradrenaline transporter,False
maprotiline,Norepinephrine transporter (NET),norepinephrine transporter,False
maprotiline,NET,NET,True
maprotiline,Sodium-dependent noradrenaline transporter,sodium dependent noradrenaline transporter,False
maprotiline,Sodium-dependent dopamine transporter,sodium dependent dopamine transporter,False
maprotiline,Sodium-dependent dopamine transporter,sodium dependent dopamine transporter,False
maprotiline,Sodium-dependent serotonin transporter,sodium dependent serotonin transporter,False
maprotiline,Sodium-dependent serotonin transporter,sodium dependent serotonin transporter,False
maprotiline,ATP-binding cassette sub-family G member 2,atp binding cassette sub family g member 2,False
maprotiline,Kir3.4,kir3 4,False
maprotiline,G protein-activated inward rectifier potassium channel 2,g protein activated inward rectifier potassium channel 2,False
maprotiline,Kir3.2,kir3 2,False
maprotiline,Alpha-1A adrenergic receptor,alpha 1a adrenergic receptor,False
maprotiline,Transient receptor potential cation channel subfamily M member 3,transient receptor potential cation channel subfamily m member 3,False
maprotiline,TRPM3,TRPM3,True
maprotiline,Alpha-1B adrenergic receptor,alpha 1b adrenergic receptor,False
pilocarpine,Muscarinic acetylcholine receptor M1,muscarinic acetylcholine receptor m1,False
pilocarpine,M1 receptor,m1 receptor,False
pilocarpine,Muscarinic acetylcholine receptor M1,muscarinic acetylcholine receptor m1,False
pilocarpine,Muscarinic acetylcholine receptor M1,muscarinic acetylcholine receptor m1,False
pilocarpine,Muscarinic acetylcholine receptor M1,muscarinic acetylcholine receptor m1,False
pilocarpine,M2 receptor,m2 receptor,False
pilocarpine,Muscarinic acetylcholine receptor M2,muscarinic acetylcholine receptor m2,False
pilocarpine,Muscarinic acetylcholine receptor M2,muscarinic acetylcholine receptor m2,False
pilocarpine,Muscarinic acetylcholine receptor M2,muscarinic acetylcholine receptor m2,False
pilocarpine,Muscarinic acetylcholine receptor M3,muscarinic acetylcholine receptor m3,False
pilocarpine,M3 receptor,m3 receptor,False
pilocarpine,Muscarinic acetylcholine receptor M3,muscarinic acetylcholine receptor m3,False
pilocarpine,Muscarinic acetylcholine receptor M3,muscarinic acetylcholine receptor m3,False
pilocarpine,Muscarinic acetylcholine receptor M3,muscarinic acetylcholine receptor m3,False
pilocarpine,Muscarinic acetylcholine receptor M4,muscarinic acetylcholine receptor m4,False
pilocarpine,Muscarinic acetylcholine receptor M4,muscarinic acetylcholine receptor m4,False
pilocarpine,M4 receptor,m4 receptor,False
pilocarpine,Muscarinic acetylcholine receptor M4,muscarinic acetylcholine receptor m4,False
pilocarpine,Muscarinic acetylcholine receptor M5,muscarinic acetylcholine receptor m5,False
pilocarpine,Muscarinic acetylcholine receptor M5 (CHRM5),muscarinic acetylcholine receptor m5,False
pilocarpine,Muscarinic acetylcholine receptor M5,muscarinic acetylcholine receptor m5,False
pilocarpine,M5 receptor,m5 receptor,False
pilocarpine,Cytochrome P450 2A6,cytochrome p450 2a6,False
pilocarpine,Cytochrome P450 3A4,cytochrome p450 3a4,False
pilocarpine,Serum paraoxonase/arylesterase 1,serum paraoxonase arylesterase 1,False
pilocarpine,Muscarinic acetylcholine receptor M1,muscarinic acetylcholine receptor m1,False
pilocarpine,Muscarinic acetylcholine receptor,muscarinic acetylcholine receptor,False
pilocarpine,Muscarinic acetylcholine receptor,muscarinic acetylcholine receptor,False
pilocarpine,Muscarinic acetylcholine receptor,muscarinic acetylcholine receptor,False
pilocarpine,M1 receptor,m1 receptor,False
pilocarpine,Muscarinic acetylcholine receptor M1,muscarinic acetylcholine receptor m1,False
pilocarpine,Muscarinic acetylcholine receptor DM1,muscarinic acetylcholine receptor dm1,False
pilocarpine,Muscarinic acetylcholine receptor,muscarinic acetylcholine receptor,False
pilocarpine,Muscarinic acetylcholine receptor M2,muscarinic acetylcholine receptor m2,False
pilocarpine,Muscarinic acetylcholine receptor,muscarinic acetylcholine receptor,False
